,id,price
0,0,9.656572212598064
1,1,7.254945861670719
2,2,8.516657368783997
3,3,8.306143578749674
4,4,7.407077224331345
5,5,6.198889226344679
6,6,8.960970986979058
7,7,7.834630547084838
8,8,8.46242744563303
9,9,7.468069344560345
10,10,8.277145127912569
11,11,6.217622412737328
12,12,7.628350155183812
13,13,8.76819187093093
14,14,8.623120135758924
15,15,8.005839834456495
16,16,9.156459518281554
17,17,8.34577732276928
18,18,7.6112598675998475
19,19,6.195686361409361
20,20,6.764947883606823
21,21,9.53463325457578
22,22,6.135019350694818
23,23,8.3392267108006
24,24,6.603526595464549
25,25,8.945322367517795
26,26,8.477205438921297
27,27,6.732469809461798
28,28,9.09395559447347
29,29,8.575757390503655
30,30,6.978768292680492
31,31,7.015072607990982
32,32,7.489690560924156
33,33,8.090137142848699
34,34,6.646645057635865
35,35,7.613984760338141
36,36,6.598324124682994
37,37,6.8682575251374605
38,38,7.077062389675591
39,39,7.595583695523876
40,40,7.756828801033818
41,41,6.6821384105936295
42,42,6.582048497174597
43,43,7.631537212018797
44,44,6.55432318024244
45,45,7.696529482173042
46,46,9.124015419162314
47,47,8.291062874140833
48,48,7.741084823002135
49,49,8.30879486765489
50,50,7.817809100812568
51,51,7.479932305143404
52,52,8.436005935574592
53,53,7.67897604275426
54,54,8.887616045129331
55,55,7.1070704060465175
56,56,9.487817640605547
57,57,9.533059027203281
58,58,9.709817632387788
59,59,8.765585027749841
60,60,6.535026276061507
61,61,8.02426869665451
62,62,6.250557166880902
63,63,6.108565509198599
64,64,6.644219160192351
65,65,6.269970672712151
66,66,8.705418918044915
67,67,6.355248283299007
68,68,8.10877201218012
69,69,6.691210339233752
70,70,6.704351573065066
71,71,6.650582441268996
72,72,7.696632690130977
73,73,6.512358563966592
74,74,7.498517905653144
75,75,6.4230075635022335
76,76,7.993855207198594
77,77,7.683264905804533
78,78,6.964105524689397
79,79,6.698575697816384
80,80,8.288853722735956
81,81,7.029011830247606
82,82,6.554179322494281
83,83,8.686276332982246
84,84,6.677003327317873
85,85,6.689434152446385
86,86,6.650716119143221
87,87,8.6949769457971
88,88,8.61508986678018
89,89,9.10289939907604
90,90,8.698723535239658
91,91,6.445650732083582
92,92,8.960433251213733
93,93,8.216049589330867
94,94,9.638285112564624
95,95,8.445082813351117
96,96,6.690160467177979
97,97,6.638328747180937
98,98,6.614613373770891
99,99,7.877853914843966
100,100,9.212230086303327
101,101,6.840080331113672
102,102,6.704393122310027
103,103,7.83716929209779
104,104,7.935357625934135
105,105,9.214007352960927
106,106,6.490382112325895
107,107,8.474394679479309
108,108,8.354411469174314
109,109,6.3847637171476395
110,110,9.488359572556368
111,111,8.884162269654444
112,112,7.613984760338141
113,113,8.36342567087428
114,114,8.50804299511413
115,115,6.5472951472764676
116,116,9.570522641723798
117,117,8.243415922968417
118,118,8.629123055010425
119,119,8.136409468456492
120,120,8.135423338670174
121,121,6.721817362809763
122,122,6.663808182124265
123,123,7.799984493147679
124,124,8.134548607849618
125,125,8.639882583957089
126,126,7.1813966291880105
127,127,7.840992089817873
128,128,9.328860520483984
129,129,6.34478263003979
130,130,8.381319117700443
131,131,6.2591168031785145
132,132,6.814896752770048
133,133,6.733531888506057
134,134,6.3790417654386795
135,135,6.34698141614579
136,136,8.543527829452882
137,137,6.676482583792181
138,138,8.746660292087098
139,139,8.670508323643638
140,140,7.997998575477263
141,141,8.54907970650645
142,142,6.547176886495966
143,143,9.229873257810917
144,144,9.05996669444868
145,145,6.3858878595170925
146,146,9.108563569383996
147,147,9.672931633971555
148,148,9.636690787600735
149,149,7.945844865721199
150,150,7.245149935372858
151,151,6.362503748472494
152,152,9.189667064014683
153,153,6.860308777348491
154,154,9.608344354284862
155,155,7.11354968843317
156,156,6.765706091702839
157,157,6.364280902225876
158,158,6.528100599331415
159,159,8.362357326070017
160,160,6.5665860392516455
161,161,7.791769513369155
162,162,8.550059520337728
163,163,8.052552617113935
164,164,7.6349580611055
165,165,6.23174083715904
166,166,8.620426206364563
167,167,7.127573097893661
168,168,6.771309566474607
169,169,6.687372585164
170,170,9.598723722127763
171,171,8.52109588678207
172,172,6.227138697816101
173,173,8.276563468617695
174,174,7.179293633195362
175,175,6.758823211367063
176,176,7.884976302862365
177,177,7.685484072028308
178,178,6.296676751452735
179,179,8.740527250183533
180,180,7.475202403649571
181,181,7.547048366938019
182,182,7.384888003745776
183,183,6.910442733868572
184,184,8.367503098875408
185,185,7.915467959198153
186,186,6.897614859728904
187,187,8.297581871269259
188,188,9.673020210910435
189,189,7.498517905653144
190,190,6.791250153320593
191,191,7.122119520207376
192,192,9.483058049741329
193,193,9.752116478499847
194,194,7.994518951603893
195,195,6.861725178966466
196,196,6.799010102047315
197,197,8.045103678047932
198,198,9.493317095444361
199,199,7.8551372148799015
200,200,7.3492559747913795
201,201,6.669340269551256
202,202,9.541429105341837
203,203,8.310543949699705
204,204,6.234141606594879
205,205,6.643363847623537
206,206,6.582117521951933
207,207,7.6929760818028114
208,208,8.603773417664662
209,209,7.667834618358861
210,210,6.907115972867448
211,211,7.123223398879685
212,212,7.7822047761775455
213,213,8.5313840616446
214,214,8.060351913716914
215,215,8.355795010220046
216,216,7.8957679784504675
217,217,8.020086172991583
218,218,6.1415071356454005
219,219,8.092237056848079
220,220,6.480443753132891
221,221,6.290890130519386
222,222,6.11098704749228
223,223,8.848823181411758
224,224,6.816071397189951
225,225,8.493480041903597
226,226,6.116033057414775
227,227,8.435037505441873
228,228,8.222312297136133
229,229,7.118180945351725
230,230,8.496961553254438
231,231,8.431962153796167
232,232,6.558122951606545
233,233,6.771283485323013
234,234,7.45521961452963
235,235,9.026458186256775
236,236,7.829832066063752
237,237,8.298548000966417
238,238,7.217437664295605
239,239,6.614600980136378
240,240,6.660748010052307
241,241,6.846138105518897
242,242,7.588999794847302
243,243,9.668011970937284
244,244,7.457948737704751
245,245,9.451119857592284
