id,price
0,9.671087026992394
1,7.27645725377364
2,8.51862649568138
3,8.297841730036815
4,7.404150822802798
5,6.204508819033179
6,8.954942087378699
7,7.834795530031553
8,8.474441507785626
9,7.4566158945688175
10,8.262459430805647
11,6.238242895005233
12,7.623536752755399
13,8.772411493194623
14,8.60636919168642
15,8.013626324833321
16,9.106915505687946
17,8.339861532657629
18,7.607736238933039
19,6.195892083762554
20,6.777408484724078
21,9.53921431642818
22,6.131057893260943
23,8.348803050032707
24,6.580595759814207
25,8.928944078113586
26,8.462651916467115
27,6.741130770303963
28,9.074563995743683
29,8.577711761754749
30,6.981811164927756
31,7.022946567426385
32,7.493349388004141
33,8.116195714408356
34,6.633693507932224
35,7.6071781325208505
36,6.594406670746765
37,6.881968831170102
38,7.09020641371018
39,7.601153818753538
40,7.762159372046409
41,6.690294710936065
42,6.585029176596613
43,7.630133187470362
44,6.562739627539444
45,7.697170227025693
46,9.151513643856022
47,8.285552959184313
48,7.737750606963412
49,8.306824329762497
50,7.821346850275832
51,7.463036952598734
52,8.462961854007286
53,7.684851823685666
54,8.85847385942718
55,7.128771887403898
56,9.496568717326443
57,9.541214271272166
58,9.691103246887014
59,8.764942600466767
60,6.528511704750436
61,8.046041681130816
62,6.266771562302216
63,6.079304644969618
64,6.63920006448493
65,6.268870208108355
66,8.689587119468701
67,6.360818080417693
68,8.087667334485062
69,6.665081421733926
70,6.688612617222368
71,6.642155274895463
72,7.714797568000247
73,6.50643329141917
74,7.489660755377776
75,6.427054641507877
76,8.013521991360905
77,7.683925019408078
78,6.9559317046501015
79,6.734174369524726
80,8.293281676557372
81,7.059363217867707
82,6.552691082982275
83,8.680221123333231
84,6.672421811269769
85,6.682938850526209
86,6.6322771005044086
87,8.671369140027736
88,8.628699290797055
89,9.097744966009088
90,8.683443666364115
91,6.436333237444471
92,8.960241246849156
93,8.218274442909893
94,9.635681289329751
95,8.450332190587865
96,6.687132948681991
97,6.6739126343397634
98,6.634027785815248
99,7.875194753827054
100,9.210738170885923
101,6.834217575627637
102,6.692157927986648
103,7.8564720572619935
104,7.929274910160048
105,9.224746992085008
106,6.476411398038787
107,8.475429463929219
108,8.344071624033923
109,6.401046411314675
110,9.483876525035338
111,8.85847385942718
112,7.6071781325208505
113,8.353427886039666
114,8.479838469192686
115,6.5917852711353895
116,9.5724461674266
117,8.239029611792805
118,8.610280351228068
119,8.145882227192837
120,8.136818502949769
121,6.721832364588792
122,6.654952592559932
123,7.811346773998568
124,8.146160012581795
125,8.627097296460246
126,7.182196119899476
127,7.835498990524811
128,9.31258421262948
129,6.345822642670724
130,8.387761846254193
131,6.257345111247219
132,6.824536539960082
133,6.71500562551353
134,6.3548142754504235
135,6.355962862559457
136,8.551562794976165
137,6.686299696493172
138,8.73909536086978
139,8.654384001218705
140,8.01055754392381
141,8.543402914439095
142,6.5461109101122394
143,9.251619061499603
144,9.06825664600479
145,6.403166321662677
146,9.11304581863407
147,9.675178589646078
148,9.639007209185623
149,7.97461355789404
150,7.267344837037545
151,6.37127203626494
152,9.163886646454674
153,6.858295459922328
154,9.610113123509441
155,7.124668166692996
156,6.781061309963227
157,6.369628571267102
158,6.532954966265395
159,8.359420064377597
160,6.562627038375539
161,7.78693938277341
162,8.561690668912814
163,8.071058542805588
164,7.6274717108468115
165,6.235748835248224
166,8.616924857691938
167,7.117271927555896
168,6.778429226178614
169,6.695717536331108
170,9.611468639859666
171,8.49970117494082
172,6.2322514587810325
173,8.306166086892844
174,7.202091652521915
175,6.7593432136545735
176,7.886359074129917
177,7.677811947977877
178,6.318324437842247
179,8.74446270930957
180,7.474532922496917
